date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:20:27	26575/26575	---MCZ	200	added ('OK')	text/css	etag:%22ff8395587ffcddf742213d147abebbb3-ssl-df%22	https://medash.netlify.app/assets/fonts/font-awesome/css/font-awesome.css	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/assets/fonts/font-awesome/css/font-awesome.css	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:27	12864/12864	---MCZ	200	added ('OK')	text/css	etag:%22105b076eb6c144cf2aa444588d812134-ssl-df%22	https://medash.netlify.app/assets/fonts/webfont/cryptocoins.css	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/assets/fonts/webfont/cryptocoins.css	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:28	53431/53431	---MCZ	200	added ('OK')	text/css	etag:%22df5122df5bab6dfdb9835a3eef490da4-ssl-df%22	https://medash.netlify.app/assets/css/animate.min.css	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/assets/css/animate.min.css	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:29	5026/5026	---MCZ	200	added ('OK')	text/css	etag:%2293cf135ca4ed9c56335d34d6ccc13243-ssl-df%22	https://medash.netlify.app/assets/plugins/perfect-scrollbar/perfect-scrollbar.css	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/assets/plugins/perfect-scrollbar/perfect-scrollbar.css	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:29	6564/6564	---MCZ	200	added ('OK')	text/css	etag:%22caa07e600a0f71cf803b02c4fcd58261-ssl-df%22	https://medash.netlify.app/assets/plugins/jvectormap/jquery-jvectormap-2.0.1.css	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/assets/plugins/jvectormap/jquery-jvectormap-2.0.1.css	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:29	468/468	---M--	200	added ('OK')	text/css	etag:%2265edf3547d799a184cc586d5b03238dc-ssl%22	https://medash.netlify.app/assets/plugins/morris-chart/css/morris.css	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/assets/plugins/morris-chart/css/morris.css	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:30	26646/26646	---MCZ	200	added ('OK')	text/css	etag:%22535e08aaffd346356d38ace20e7f9d7b-ssl-df%22	https://medash.netlify.app/assets/plugins/calendar/fullcalendar.css	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/assets/plugins/calendar/fullcalendar.css	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:31	1439/1439	---M-Z	200	added ('OK')	text/css	etag:%2234bc6ac4f488458fcc165556b1a32eb1-ssl-df%22	https://medash.netlify.app/assets/plugins/icheck/skins/minimal/minimal.css	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/assets/plugins/icheck/skins/minimal/minimal.css	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:32	272104/272104	---MCZ	200	added ('OK')	text/css	etag:%224842ac7c37ce2f2fa205c05b12cf1a35-ssl-df%22	https://medash.netlify.app/assets/css/style.css	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/assets/css/style.css	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:32	0/0	---M--	200	added ('OK')	text/css	etag:%220144712dd81be0c3d9724f5e56ce6685-ssl%22	https://medash.netlify.app/assets/css/responsive.css	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/assets/css/responsive.12.delayed	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:32	16631/16631	---M--	200	added ('OK')	image/png	etag:%22972b9bf048b2ceba13f41f4db6b1cc9a-ssl%22	https://medash.netlify.app/data/profile/avatar-1.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/profile/avatar-1.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:33	9674/9674	---M--	200	added ('OK')	image/png	etag:%228fc655f58a5abaa7fe9c53f867cd76dd-ssl%22	https://medash.netlify.app/data/profile/avatar-2.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/profile/avatar-2.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:33	24786/24786	---M--	200	added ('OK')	image/png	etag:%22a7213d139277354817cbe9ee122e8bae-ssl%22	https://medash.netlify.app/data/profile/avatar-3.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/profile/avatar-3.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:34	24482/24482	---M--	200	added ('OK')	image/png	etag:%22c64ee5dfba968ecfdc6444489418e0ae-ssl%22	https://medash.netlify.app/data/profile/avatar-4.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/profile/avatar-4.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:35	20601/20601	---M--	200	added ('OK')	image/png	etag:%226f438bafd2e96828a17cb66e9b38a424-ssl%22	https://medash.netlify.app/data/profile/avatar-5.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/profile/avatar-5.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:36	11728/11728	---M--	200	added ('OK')	image/jpeg	etag:%2240283fa8ddec40f652dd5f582eff54a6-ssl%22	https://medash.netlify.app/data/profile/profile.jpg	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/profile/profile.jpg	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:36	62233/62233	---MCZ	200	added ('OK')	text/html	etag:%2277a9dd82e419f4e4428871edc715a709-ssl-df%22	https://medash.netlify.app/html/hos-faq	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-faq.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:37	84181/84181	---MCZ	200	added ('OK')	text/html	etag:%22cb820b99436abd3f79174373b57e8098-ssl-df%22	https://medash.netlify.app/html/hos-doctor-profile	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-doctor-profile.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:37	71439/71439	---MCZ	200	added ('OK')	text/html	etag:%225dc866887c2bc3d44b5404abe8296462-ssl-df%22	https://medash.netlify.app/html/hos-support	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-support.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:38	5833/5833	---MCZ	200	added ('OK')	text/html	etag:%22c48e1ca3dbbd58cfba5c2cb2e0b863a7-ssl-df%22	https://medash.netlify.app/html/ui-login	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/ui-login.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:38	706/706	---M--	200	added ('OK')	image/png	etag:%2243817644dd7b39eb45f43f33a2bb1882-ssl%22	https://medash.netlify.app/data/hos-dash/icons/1.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/hos-dash/icons/1.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:39	73885/73885	---MCZ	200	added ('OK')	text/html	etag:%22361bdfa250d2fd6e77dc0c6b90c905a4-ssl-df%22	https://medash.netlify.app/html/hos-patient-dash	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-patient-dash.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:39	1134/1134	---M--	200	added ('OK')	image/png	etag:%228f1ddef5ce2e8c15d83960bff4701d3e-ssl%22	https://medash.netlify.app/data/hos-dash/icons/3.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/hos-dash/icons/3.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:40	88832/88832	---MCZ	200	added ('OK')	text/html	etag:%222b3bb163cd7618db4a287b96520bb8b9-ssl-df%22	https://medash.netlify.app/html/hos-doctor-dash	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-doctor-dash.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:40	727/727	---M--	200	added ('OK')	image/png	etag:%225e0e28ec7881a225385f205b0a8c0fba-ssl%22	https://medash.netlify.app/data/hos-dash/icons/4.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/hos-dash/icons/4.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:41	824/824	---M--	200	added ('OK')	image/png	etag:%226b5ff8370229141df51381d7cdf01304-ssl%22	https://medash.netlify.app/data/hos-dash/icons/2.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/hos-dash/icons/2.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:41	83244/83244	---MCZ	200	added ('OK')	text/html	etag:%22a87e22de585b74b05a97619fd036b6db-ssl-df%22	https://medash.netlify.app/html/hos-all-doctors	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-all-doctors.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:42	67298/67298	---MCZ	200	added ('OK')	text/html	etag:%2259ca87c6d59787616ce090f0a93d4ff8-ssl-df%22	https://medash.netlify.app/html/hos-add-doctor	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-add-doctor.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:43	67923/67923	---MCZ	200	added ('OK')	text/html	etag:%224589b5414555ff54df613a36669c34df-ssl-df%22	https://medash.netlify.app/html/hos-edit-doctor	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-edit-doctor.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:43	776/776	---M--	200	added ('OK')	image/png	etag:%2204c10d700f96286397aeb8d97a0f52b5-ssl%22	https://medash.netlify.app/data/hos-dash/icons/5.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/hos-dash/icons/5.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:44	82393/82393	---MCZ	200	added ('OK')	text/html	etag:%22acb7cc9b1ce728e6f2f76028888d33c0-ssl-df%22	https://medash.netlify.app/html/hos-all-patients	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-all-patients.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:44	66695/66695	---MCZ	200	added ('OK')	text/html	etag:%2262edb797d748d4d471d453b59907c2c1-ssl-df%22	https://medash.netlify.app/html/hos-add-patient	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-add-patient.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:45	66493/66493	---MCZ	200	added ('OK')	text/html	etag:%22f36d82dfbdd3e75cec4b4d97aa1f55f3-ssl-df%22	https://medash.netlify.app/html/hos-edit-patient	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-edit-patient.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:45	73880/73880	---MCZ	200	added ('OK')	text/html	etag:%221866e3bcb2cb73a2d949540c48735919-ssl-df%22	https://medash.netlify.app/html/hos-patient-profile	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-patient-profile.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:46	593/593	---M--	200	added ('OK')	image/png	etag:%22c21385938649e5f3418f8b0e29dc7553-ssl%22	https://medash.netlify.app/data/hos-dash/icons/6.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/hos-dash/icons/6.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:46	55518/55518	---MCZ	200	added ('OK')	text/html	etag:%2259637899ece8d54a630dc9e95f64a9c5-ssl-df%22	https://medash.netlify.app/html/hos-schedule	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-schedule.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:47	60864/60864	---MCZ	200	added ('OK')	text/html	etag:%2222fa9b10f5f41663b1e784700bd67520-ssl-df%22	https://medash.netlify.app/html/hos-book-appointment	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-book-appointment.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:47	1008/1008	---M--	200	added ('OK')	image/png	etag:%229a4f977ea489c7fe8cc0bf4b79dec344-ssl%22	https://medash.netlify.app/data/hos-dash/icons/7.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/hos-dash/icons/7.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:48	125750/125750	---MCZ	200	added ('OK')	text/html	etag:%22bd2b30bd2912d424f204b29450bd206b-ssl-df%22	https://medash.netlify.app/html/hos-payment	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-payment.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:49	69486/69486	---MCZ	200	added ('OK')	text/html	etag:%22f78941ba19acb89bfa7ab9959a918e22-ssl-df%22	https://medash.netlify.app/html/hos-add-payment	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-add-payment.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:49	66104/66104	---MCZ	200	added ('OK')	text/html	etag:%2261636c2293c0edb24f557786bce4e01c-ssl-df%22	https://medash.netlify.app/html/hos-patient-invoice	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-patient-invoice.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:50	55500/55500	---MCZ	200	added ('OK')	text/html	etag:%229e3f5ef2a7312db6adeeb05060ac8c12-ssl-df%22	https://medash.netlify.app/html/hos-events	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/hos-events.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:50	1132/1132	---M--	200	added ('OK')	image/png	etag:%22e6196b9db31de4d3787cbc45acc26622-ssl%22	https://medash.netlify.app/data/hos-dash/icons/9.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/hos-dash/icons/9.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:51	900/900	---M--	200	added ('OK')	image/png	etag:%2252ca67e7580a54f123dc3a053e10fd42-ssl%22	https://medash.netlify.app/data/hos-dash/icons/10.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/hos-dash/icons/10.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:51	7437/7437	---MCZ	200	added ('OK')	text/html	etag:%2214ac502d57a377344c8a0caa8e8c3099-ssl-df%22	https://medash.netlify.app/html/ui-register	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/ui-register.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:52	5003/5003	---MCZ	200	added ('OK')	text/html	etag:%223732a0837bcfed71986071ba862fb46f-ssl-df%22	https://medash.netlify.app/html/ui-404	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/ui-404.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:52	730/730	---M--	200	added ('OK')	image/png	etag:%22ea8625d0a7b16f429ca72024c73c14ac-ssl%22	https://medash.netlify.app/data/hos-dash/icons/11.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/hos-dash/icons/11.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:53	1328/1328	---M--	200	added ('OK')	image/png	etag:%22ee4d5c648eb05cf09f4f7f89aee02c61-ssl%22	https://medash.netlify.app/data/crypto-dash/icons/16.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/crypto-dash/icons/16.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:53	57677/57677	---MCZ	200	added ('OK')	text/html	etag:%22636995678c55f0b721253e9ecff88896-ssl-df%22	https://medash.netlify.app/html/charts-echart-line	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-echart-line.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:54	57695/57695	---MCZ	200	added ('OK')	text/html	etag:%22f9ecea195a0f32edbd4d5bd17ee4d70b-ssl-df%22	https://medash.netlify.app/html/charts-echart-bar	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-echart-bar.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:54	789/789	---M--	200	added ('OK')	image/png	etag:%22817afb7402d74c989dd034e35fdee074-ssl%22	https://medash.netlify.app/data/crypto-dash/icons/17.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/crypto-dash/icons/17.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:55	57979/57979	---MCZ	200	added ('OK')	text/html	etag:%2224bcdb422a40cd5371f9932063956edd-ssl-df%22	https://medash.netlify.app/html/charts-morris-line	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-morris-line.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:55	55918/55918	---MCZ	200	added ('OK')	text/html	etag:%2279dd1a6b4e6aea7f4fd48c5dc9cf05ba-ssl-df%22	https://medash.netlify.app/html/charts-morris-bar	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-morris-bar.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:56	54866/54866	---MCZ	200	added ('OK')	text/html	etag:%22364a9f1ae705faade892066aad25036b-ssl-df%22	https://medash.netlify.app/html/charts-morris-area	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-morris-area.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:56	54867/54867	---MCZ	200	added ('OK')	text/html	etag:%22215bd3fc45d75ebe3474d90f8a7b6eaf-ssl-df%22	https://medash.netlify.app/html/charts-morris-pie	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-morris-pie.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:57	737/737	---M--	200	added ('OK')	image/png	etag:%22cd938dd0b238fba7d255cc62aa012972-ssl%22	https://medash.netlify.app/data/crypto-dash/icons/18.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/crypto-dash/icons/18.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:58	54807/54807	---MCZ	200	added ('OK')	text/html	etag:%2283bb298724165142acc518e47125be47-ssl-df%22	https://medash.netlify.app/html/charts-chartjs-line	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-chartjs-line.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:58	54796/54796	---MCZ	200	added ('OK')	text/html	etag:%2232f8df7c01353d6f733103cbf54c662d-ssl-df%22	https://medash.netlify.app/html/charts-chartjs-bar	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-chartjs-bar.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:59	55851/55851	---MCZ	200	added ('OK')	text/html	etag:%22e284cdb82c5eeb884f6cd108d7608e3c-ssl-df%22	https://medash.netlify.app/html/charts-chartjs-pie-donut	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-chartjs-pie-donut.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:20:59	552/552	---M--	200	added ('OK')	image/png	etag:%223768e2bb5eb33ef3e21b2fc731b41ab0-ssl%22	https://medash.netlify.app/data/crypto-dash/icons/19.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/crypto-dash/icons/19.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:00	55595/55595	---MCZ	200	added ('OK')	text/html	etag:%2294421ee621e17f6102b5176d1a954c56-ssl-df%22	https://medash.netlify.app/html/charts-flot-area	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-flot-area.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:00	60265/60265	---MCZ	200	added ('OK')	text/html	etag:%2214d85a00e628c0d109826d5288fc5724-ssl-df%22	https://medash.netlify.app/html/charts-flot-line	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-flot-line.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:01	553/553	---M--	200	added ('OK')	image/png	etag:%223e34b5c77154d08c95a3bb3814764fd5-ssl%22	https://medash.netlify.app/data/crypto-dash/icons/20.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/crypto-dash/icons/20.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:01	57834/57834	---MCZ	200	added ('OK')	text/html	etag:%2236421b85ef681c451ab213e5f27a7569-ssl-df%22	https://medash.netlify.app/html/charts-sparkline-line	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-sparkline-line.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:02	56844/56844	---MCZ	200	added ('OK')	text/html	etag:%22da751a6510d027224214543e27160b55-ssl-df%22	https://medash.netlify.app/html/charts-sparkline-bar	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-sparkline-bar.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:03	55761/55761	---MCZ	200	added ('OK')	text/html	etag:%222070414a8908e1e14f8688311993324d-ssl-df%22	https://medash.netlify.app/html/charts-sparkline-composite	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/charts-sparkline-composite.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:03	1020/1020	---M--	200	added ('OK')	image/png	etag:%22969b7b1a7bdfa52d8c94e996bfb02615-ssl%22	https://medash.netlify.app/data/crypto-dash/icons/13.png	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/data/crypto-dash/icons/13.png	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:04	62104/62104	---MCZ	200	added ('OK')	text/html	etag:%2245aa8e78d42aa61318f337faa5b3378e-ssl-df%22	https://medash.netlify.app/html/ui-timeline-centered	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/ui-timeline-centered.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:04	59682/59682	---MCZ	200	added ('OK')	text/html	etag:%2222cd390ec89554ab79c2c870e3176f71-ssl-df%22	https://medash.netlify.app/html/ui-timeline-left	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/ui-timeline-left.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:05	59514/59514	---MCZ	200	added ('OK')	text/html	etag:%22c5f12582232058f746d4798c793085dc-ssl-df%22	https://medash.netlify.app/html/ui-pricing-expanded	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/ui-pricing-expanded.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:05	60485/60485	---MCZ	200	added ('OK')	text/html	etag:%22ddc7dbce2bf5828c2eaf6c014ded9fe2-ssl-df%22	https://medash.netlify.app/html/ui-pricing-narrow	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/ui-pricing-narrow.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:06	61318/61318	---MCZ	200	added ('OK')	text/html	etag:%22990d202b38f9b8db160fe56f96cb8998-ssl-df%22	https://medash.netlify.app/html/ui-icons	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/ui-icons.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:07	211077/211077	---MCZ	200	added ('OK')	text/html	etag:%22a22a915531b603f94cd68c0872fe5d0c-ssl-df%22	https://medash.netlify.app/html/ui-fontawesome	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/ui-fontawesome.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:07	127785/127785	---MCZ	200	added ('OK')	text/html	etag:%2282661dff2150b81277e0514c68fbbdf2-ssl-df%22	https://medash.netlify.app/html/ui-glyphicons	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/ui-glyphicons.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:08	70990/70990	---MCZ	200	added ('OK')	text/html	etag:%22a0a1229f5509f8a03c1a3717d219407d-ssl-df%22	https://medash.netlify.app/html/form-elements	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/form-elements.html	(from https://medash.netlify.app/html/index-hos-dashboard)
10:21:09	70144/70144	---MCZ	200	added ('OK')	text/html	etag:%221684ec587884d269a40f4335849c28af-ssl-df%22	https://medash.netlify.app/html/form-elements-premade	C:/Users/Orange/Desktop/Template/Duha/medash.netlify.app/html/form-elements-premade.html	(from https://medash.netlify.app/html/index-hos-dashboard)
